tobacco,n. 烟草；烟叶,*
alcohol,n. 酒；酒精,*
abuse,n. 滥用；虐待；辱骂；vt. 滥用；虐待；辱骂（不同词性发音不同）,*
dominate,vt. &vi. 支配；控制；占有优势,*
physical,adj. 身体的；客观存在的；物理学的,
repeatedly,adv. 重复地,
psychology,n. 心理学；心理；心理影响,*
cue,n. 提示；暗示；信号；vt. 给（某人）暗示（或提示）,
in response to,回答；答复,*D
reward,n. 回报；奖励；报酬；vt. 奖励；奖赏；给以报酬,*
rely,vi. 依赖；依靠；信赖,*
rely on,依赖；依靠；信赖,*D
facilitate,vt. 促进；促使；使便利,*
examine,vt. （仔细）检查；审查；测验,*
negative,adj. 消极的；有害的；否定的,*
escalator,n. 自动扶梯；滚梯,
straight away,立即；马上,*D
pessimistic,adj. 悲观的；悲观主义的,*
discipline,n. 自制力；纪律；学科；vt. 自我控制；管教；处罚,*
pill,n. 药丸；药片,*
delete,v. 删去；删除,*
decide on,决定；选定,*D
make up (one's) mind,下定决心,*D
compose,vt. &vi. 组成；作曲；撰写,*
(be) composed of,由……组成（或构成）的,*D
surgeon,n. 外科医生,*
surgery,n. 外科手术；外科学,*
liberation,n. 解放；摆脱,*
shave,vi. vt. & n. 剃（须发）；刮脸,*
shave off,剃掉；刮去,*D
beard,n. 胡须；络腮胡子,*
disturb,vt. 打扰；搅乱；使烦恼,*
cigarette,n. 香烟；卷烟,*
specialist,n. 专科医生；专家,*
consultant,n. 顾问；高级顾问医师,*
drug,n. 毒品；药物,*
skip,vt. 跳过；不参加；悄悄溜走；vi. 蹦蹦跳跳地走；跳绳；n. 蹦跳,*
dizzy,adj. 头晕目眩的,*
flu,n. 流感,*
stimulate,vt. 激发；促进；刺激,*
dentist,n. 牙科医生,*
sugary,adj. 含糖的；甜的,
nut,n. 坚果,*
skateboard,n. 滑板；vi. 滑滑板,*
dynamic,adj. 充满活力的；精力充沛的；动态的,*
stressed out,焦虑不安；心力交瘁,*D
worn out,筋疲力尽的；疲惫的,*D
bowling,n. 保龄球运动,*
comedy,n. 喜剧；喜剧片；滑稽节目,*
monthly,adv. & adj. 每月；每月一次的；n. 月刊,*
refresh,vt. 使恢复精力；使凉爽；刷新,*
enhance,vt. 提高；增强；增进,*
absorb,vt. 吸引全部注意力；吸收,*
Aristotle,亚里士多德（古希腊哲学家）,Z
People's Liberation Army (PLA),中国人民解放军,Z
